Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Zeit_Im_Monat,Jahrzeiten,Ferien,FerienCAU,Feiertag,Feiertag_in_weniger_als_1_Tagen,Feiertag_in_weniger_als_2_Tagen,Feiertag_in_weniger_als_3_Tagen,Feiertag_vor_weniger_als_1_Tagen,Feiertag_vor_weniger_als_2_Tagen,Feiertag_vor_weniger_als_3_Tagen,Umsatz_letzte_1_Tage,Umsatz_letzte_3_Tage,Umsatz_letzte_7_Tage,Umsatz_letzte_30_Tage,Wochentag
2018-06-17,Brötchen,561.16613003467,Kieler Woche,5,18.275,12,61,Monatsmitte,Frühling,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,248.150765289878,210.134793721619,204.965713559377,215.574146886272,Sonntag
2018-06-18,Brötchen,453.773846005242,Kieler Woche,7,17.6375,9,61,Monatsmitte,Frühling,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,290.421688679938,246.553117562748,211.854078434918,219.626461415788,Montag
2018-06-19,Brötchen,439.387692233904,Kieler Woche,3,19.2375,16,21,Monatsmitte,Frühling,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,241.931898210443,260.16811739342,220.296568741458,219.052716984543,Dienstag
2018-06-20,Brötchen,438.20673354481,Kieler Woche,3,23.65,13,0,Monatsmitte,Frühling,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,212.228761094442,248.194115994941,223.325688971745,216.569467664755,Mittwoch
2018-06-21,Brötchen,425.408065202863,Kieler Woche,7,11.5625,15,65,Monatsmitte,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,240.61740430861,231.592687871165,230.800590494041,217.371065552884,Donnerstag
2018-06-22,Brötchen,443.18009337283,Kieler Woche,5,15.575,20,61,Monatsmitte,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,215.944824909176,222.930330104076,235.768891601559,217.205822751282,Freitag
2018-06-23,Brötchen,706.424379766017,Kieler Woche,7,14.3,18,61,Monatsmitte,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,246.911657777726,234.491295665171,242.315285752887,218.821632265557,Samstag
2018-06-24,Brötchen,579.887614059894,Kieler Woche,6,16.2375,10,21,Monatsende,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,397.413313808777,286.756598831893,263.638506969873,224.92276782304,Sonntag
2018-06-25,Brötchen,384.640828386969,Keine Kieler Woche,6,17.175,13,21,Monatsende,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,266.764312256614,303.696427947706,260.258881766541,226.341650477236,Montag
2018-06-26,Brötchen,353.735951524532,Keine Kieler Woche,3,20.075,6,21,Monatsende,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,190.983642331056,285.053756132149,252.980559498057,223.494657087527,Dienstag
2018-06-27,Brötchen,381.327351816437,Keine Kieler Woche,0,22.0125,11,5,Monatsende,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,227.201548166329,228.316500918,255.119529079756,222.09325651382,Mittwoch
2018-06-28,Brötchen,351.533391493667,Keine Kieler Woche,0,22.125,9,0,Monatsende,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,189.318513692554,202.50123472998,247.791116134605,222.170927998164,Donnerstag
2018-06-29,Brötchen,359.496198524693,Keine Kieler Woche,0,21.85,15,5,Monatsende,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,201.211218483853,205.910426780912,245.686315216701,222.542584353446,Freitag
2018-06-30,Brötchen,535.33212121073,Keine Kieler Woche,0,21.2375,10,5,Monatsende,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,207.50051083753,199.343414337979,240.056151368102,223.431648467678,Samstag
2018-07-01,Brötchen,573.487146326335,Keine Kieler Woche,0,21.0625,12,5,Monatsanfang,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,275.894755082299,228.202161467894,222.696357264319,226.337349632708,Sonntag
2018-07-02,Brötchen,440.0105886213,Keine Kieler Woche,0,22.525,11,5,Monatsanfang,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,265.66285401073,249.686039976853,222.539006086336,227.655022015404,Montag
2018-07-03,Brötchen,456.488427608042,Keine Kieler Woche,0,22.4875,9,5,Monatsanfang,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,226.469323555407,256.008977549479,227.608389118386,226.348218127872,Dienstag
2018-07-04,Brötchen,442.803643928112,Keine Kieler Woche,5,19.7,9,45.439260459879634,Monatsanfang,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,244.24652365505,245.459567073729,230.043385616775,226.958942869401,Mittwoch
2018-07-05,Brötchen,459.350487108825,Keine Kieler Woche,7,17.5,12,20,Monatsanfang,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,225.92089908072,232.212248763726,235.272297815084,228.070732797607,Donnerstag
2018-07-06,Brötchen,434.205209218693,Keine Kieler Woche,0,20.5125,18,5,Monatsanfang,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,239.040417471738,236.402613402503,240.676469099068,229.720159551316,Freitag
2018-07-07,Brötchen,524.024023931459,Keine Kieler Woche,0,20.25,19,5,Monatsanfang,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,241.149553083202,235.370289878553,245.483475134164,231.148014721646,Samstag
2018-07-08,Brötchen,593.024525346138,Keine Kieler Woche,0,23,10,5,Monatsmitte,Sommer,0,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,284.755963003064,254.981977852668,246.749361979987,234.218035579779,Sonntag
2018-07-09,Brötchen,535.65807004049,Keine Kieler Woche,6,16.75,18,0,Monatsmitte,Sommer,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,266.192258502269,264.032591529512,246.824991193064,237.048276815689,Montag
2018-07-10,Brötchen,496.190584851956,Keine Kieler Woche,2,18.675,15,5,Monatsmitte,Sommer,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,286.012278130999,278.986833212111,255.331127561006,237.285137168272,Dienstag
2018-07-11,Brötchen,505.244315555348,Keine Kieler Woche,7,19.625,12,21,Monatsmitte,Sommer,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,249.230735053588,267.145090562286,256.043157760797,237.519390518353,Mittwoch
2018-07-12,Brötchen,528.582312248941,Keine Kieler Woche,1,26.075,14,24.67406264892582,Monatsmitte,Sommer,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,274.245342504758,269.829451896448,262.946649678517,240.566419733023,Donnerstag
2018-07-13,Brötchen,553.47201422411,Keine Kieler Woche,0,23.975,13,5,Monatsmitte,Sommer,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,273.00106742197,265.492381660105,267.798171099979,243.298957997675,Freitag
2018-07-14,Brötchen,630.686820328078,Keine Kieler Woche,7,17.7625,12,0,Monatsmitte,Sommer,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,280.605889740936,275.950766555888,273.434790622512,246.376051200621,Samstag
2018-07-15,Brötchen,663.320488243827,Keine Kieler Woche,2,23.2,9,5,Monatsmitte,Sommer,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,317.644779558095,290.417245573667,278.133192987517,250.925319947339,Sonntag
2018-07-16,Brötchen,577.869076971806,Keine Kieler Woche,0,24.25,9,5,Monatsmitte,Sommer,1,0,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,294.379556066371,297.543408455134,282.159949782388,254.035075192271,Montag
2018-07-17,Brötchen,608.053426695861,Keine Kieler Woche,0,26.775,10,18.83832649673175,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,276.447214672258,296.157183432241,280.793512145425,254.978290171683,Dienstag
2018-07-18,Brötchen,619.546252444028,Keine Kieler Woche,3,23.866666,13,0,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,302.577117116032,291.134629284887,288.414423868631,255.383471119553,Mittwoch
2018-07-19,Brötchen,619.309005906989,Keine Kieler Woche,2,22.575,13,10.128748570705715,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,300.736936237015,293.253756008435,292.198937258954,257.343639053772,Donnerstag
2018-07-20,Brötchen,606.795258489311,Keine Kieler Woche,0,22.775,9,0,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,318.995331612394,307.436461655147,298.769546429014,260.902524737704,Freitag
2018-07-21,Brötchen,751.688618797138,Keine Kieler Woche,0,25.0625,10,0,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,275.014106953411,298.24879160094,297.970720316511,262.049081492531,Samstag
2018-07-22,Brötchen,724.31811590469,Keine Kieler Woche,1,25.0375,13,5,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,332.30597068399,308.771803083265,300.065176191639,265.927786351691,Sonntag
2018-07-23,Brötchen,577.95877861105,Keine Kieler Woche,3,24.8375,10,18.103610187168783,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,325.447699544949,310.922592394117,304.503482402864,268.545654410599,Montag
2018-07-24,Brötchen,595.267964680523,Keine Kieler Woche,0,28.1,10,5,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,301.319433010945,319.691034413295,308.056656451248,265.342525050671,Dienstag
2018-07-25,Brötchen,651.748087737109,Keine Kieler Woche,1,28.425,11,61,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,272.318583789251,299.695238781715,303.734008833136,265.527667435092,Mittwoch
2018-07-26,Brötchen,628.287763132202,Keine Kieler Woche,0,28.875,12,5,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,285.394312758834,286.34410985301,301.542205479111,268.674689782685,Donnerstag
2018-07-27,Brötchen,677.415844284098,Keine Kieler Woche,0,27.5875,16,5,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,313.341745863296,290.35154747046,300.734550372096,271.546029705917,Freitag
2018-07-28,Brötchen,716.576824811507,Keine Kieler Woche,3,28.75,11,95,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,314.569410520783,304.435156380971,306.385308024578,275.721059600191,Samstag
2018-07-29,Brötchen,721.822447100687,Keine Kieler Woche,0,24.55,6,-27.182711172258657,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,329.387683395236,319.099613259772,305.96840984047,279.993608430571,Sonntag
2018-07-30,Brötchen,616.358562124364,Keine Kieler Woche,6,27.7875,10,21,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,350.044308997689,331.333800971236,309.482211190862,284.745068369243,Montag
2018-07-31,Brötchen,586.081665905607,Keine Kieler Woche,5,31.2875,11,35.98734650708076,Monatsende,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,302.091714641279,327.174569011401,309.592537138052,285.618300354542,Dienstag
2018-08-01,Brötchen,598.690398763956,Keine Kieler Woche,0,23.7625,10,0,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,262.69481416372,304.943612600896,308.217712905834,285.519365692975,Mittwoch
2018-08-02,Brötchen,606.912458068783,Keine Kieler Woche,0,26.1875,10,0,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,295.938266616422,286.908265140474,309.723992028346,287.834997128342,Donnerstag
2018-08-03,Brötchen,568.045888399595,Keine Kieler Woche,1,27.6625,10,0,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,299.211080484216,285.948053754786,307.705325545621,289.667149022648,Freitag
2018-08-04,Brötchen,735.658319257255,Keine Kieler Woche,4,25.1375,12,19.10416214681701,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,286.774311077844,293.974552726161,303.734597053772,291.695596089218,Samstag
2018-08-05,Brötchen,605.467549328333,Keine Kieler Woche,7,21.3,14,61,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,361.824725069395,315.936705543818,308.368460150081,295.788406342474,Sonntag
2018-08-06,Brötchen,540.770029700307,Keine Kieler Woche,0,23.1,5,0,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,289.857369565778,312.818801904339,299.770325945522,297.412000225226,Montag
2018-08-07,Brötchen,574.81910698327,Keine Kieler Woche,0,32.671428,7,37.12627785089106,Monatsanfang,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,281.463529840227,311.0485414918,296.823442402515,297.302252453132,Dienstag
2018-08-08,Brötchen,513.033402794165,Keine Kieler Woche,4,28.15,10,-9.698163209567436,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,270.351361567421,280.557420324475,297.917234888758,297.44088922197,Mittwoch
2018-08-09,Brötchen,535.797625138022,Keine Kieler Woche,5,24.575,13,21,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,246.274073713163,266.02965504027,290.822350188292,296.116282408042,Donnerstag
2018-08-10,Brötchen,576.611305963577,Keine Kieler Woche,5,17.325,16,61,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,276.404741550007,264.343392276863,287.564301769119,297.022082624589,Freitag
2018-08-11,Brötchen,545.331192585877,Keine Kieler Woche,6,15.5,13,61,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,308.654290882749,277.111035381973,290.69001316982,298.169047570523,Samstag
2018-08-12,Brötchen,598.051553415418,Keine Kieler Woche,7,18.375,9,61,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,298.552247549419,294.537093327392,281.651087809823,299.020753574771,Sonntag
2018-08-13,Brötchen,535.128377022525,Keine Kieler Woche,7,21.9125,8,61,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,302.925844804837,303.377461079001,283.518012843975,299.764752076901,Montag
2018-08-14,Brötchen,510.427782635244,Keine Kieler Woche,5,21.8,16,61,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,271.309885609282,290.929325987846,282.067492239554,298.22025561194,Dienstag
2018-08-15,Brötchen,487.830844873122,Keine Kieler Woche,6,21.9875,13,21,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,270.240054408573,281.491928274231,282.051591216861,297.41560555668,Mittwoch
2018-08-16,Brötchen,602.644576454816,Keine Kieler Woche,3,25.075,9,0,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,263.106691389358,268.218877135738,284.456250884889,296.97092144725,Donnerstag
2018-08-17,Brötchen,643.62671066066,Keine Kieler Woche,7,19.55,9,61,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,300.334627437734,277.893791078555,287.874806011707,296.896171791307,Freitag
2018-08-18,Brötchen,755.673310771433,Keine Kieler Woche,4,21.75,10,0.5960307118018839,Monatsmitte,Sommer,1,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,320.234737811665,294.558685546252,289.529155572981,297.546098510462,Samstag
2018-08-19,Brötchen,555.275628519687,Keine Kieler Woche,7,21.3875,10,32.31644595156193,Monatsmitte,Sommer,0,1,Kein Feiertag,Kein Feiertag in < 1 Tagen,Kein Feiertag in < 2 Tagen,Kein Feiertag in < 3 Tagen,Kein Feiertag vor < 1 Tagen,Kein Feiertag vor < 2 Tagen,Kein Feiertag vor < 3 Tagen,390.082637247192,336.884000832197,302.604925529806,299.915675364955,Sonntag
